2274287,198550,prior,9,6,20,4.0
1498322,198550,prior,10,5,07,6.0
1288467,198550,prior,11,0,14,2.0
418504,198550,prior,12,0,14,7.0
2858040,198550,test,13,0,10,7.0
1615138,198551,prior,1,0,17,
1106863,198551,prior,2,0,17,14.0
2718850,198551,prior,3,0,16,7.0
398984,198551,prior,4,0,12,7.0
122436,198551,prior,5,0,12,14.0
2566799,198551,prior,6,0,18,7.0
2697916,198551,prior,7,0,14,28.0
1967580,198551,prior,8,0,14,14.0
1827292,198551,train,9,1,18,30.0
1778271,198552,prior,1,0,08,
1182467,198552,prior,2,6,15,6.0
366900,198552,prior,3,4,09,5.0
2395528,198552,prior,4,2,15,5.0
1142706,198552,prior,5,0,13,5.0
1589232,198552,prior,6,1,14,8.0
2309463,198552,prior,7,6,11,5.0
272567,198552,prior,8,1,15,16.0
1527964,198552,prior,9,6,13,5.0
1967299,198552,prior,10,1,09,9.0
3391573,198552,prior,11,0,11,27.0
1315696,198552,prior,12,5,12,12.0
2906034,198552,prior,13,6,15,8.0
3073048,198552,prior,14,0,15,8.0
387974,198552,prior,15,0,08,7.0
255354,198552,prior,16,4,14,11.0
126361,198552,prior,17,6,09,9.0
2706944,198552,prior,18,1,14,2.0
1580627,198552,prior,19,4,13,3.0
2889588,198552,prior,20,0,16,3.0
521686,198552,prior,21,1,14,8.0
2229098,198552,prior,22,1,17,7.0
139843,198552,prior,23,2,11,8.0
1198769,198552,prior,24,3,14,8.0
2516408,198552,prior,25,0,16,4.0
1064456,198552,prior,26,1,09,8.0
246563,198552,prior,27,6,13,5.0
196652,198552,prior,28,2,15,17.0
2056777,198552,prior,29,0,12,19.0
481710,198552,prior,30,5,18,12.0
2198535,198552,prior,31,6,10,8.0
2411446,198552,test,32,6,14,7.0
498050,198553,prior,1,6,09,
2872811,198553,prior,2,2,12,30.0
1465345,198553,prior,3,0,14,12.0
3216051,198553,prior,4,5,09,26.0
3101626,198553,prior,5,0,11,30.0
1713208,198553,train,6,6,12,13.0
2044721,198554,prior,1,0,20,
373864,198554,prior,2,5,18,12.0
1733198,198554,prior,3,4,07,6.0
1602975,198554,prior,4,0,18,10.0
3032508,198554,test,5,4,13,30.0
1809569,198555,prior,1,2,16,
1739510,198555,prior,2,3,11,8.0
41410,198555,prior,3,2,15,13.0
95573,198555,prior,4,1,10,6.0
2625723,198555,prior,5,2,10,8.0
1347522,198555,prior,6,2,17,7.0
1803177,198555,prior,7,2,10,7.0
1142135,198555,prior,8,1,09,6.0
1468105,198555,prior,9,3,07,9.0
1727240,198555,prior,10,3,12,7.0
2723459,198555,prior,11,2,15,6.0
800306,198555,prior,12,3,06,8.0
1233461,198555,prior,13,3,08,7.0
2192359,198555,prior,14,3,08,7.0
1753611,198555,prior,15,5,14,2.0
148484,198555,prior,16,4,10,6.0
669360,198555,prior,17,1,13,4.0
2040090,198555,prior,18,3,08,2.0
1625082,198555,prior,19,3,08,7.0
2653878,198555,prior,20,4,11,1.0
219575,198555,prior,21,3,08,6.0
2247789,198555,prior,22,2,14,6.0
2269348,198555,prior,23,3,07,8.0
2653347,198555,prior,24,1,06,12.0
2887703,198555,prior,25,1,08,7.0
126760,198555,prior,26,1,06,7.0
1406795,198555,prior,27,3,14,2.0
2233277,198555,prior,28,2,10,20.0
951899,198555,prior,29,1,09,6.0
2861012,198555,prior,30,1,13,7.0
2241889,198555,prior,31,1,15,7.0
1412554,198555,prior,32,1,10,7.0
1950418,198555,prior,33,5,15,4.0
2229776,198555,prior,34,1,07,10.0
677427,198555,prior,35,2,11,1.0
2138552,198555,prior,36,1,15,6.0
875572,198555,prior,37,1,09,7.0
2499394,198555,prior,38,3,19,9.0
1971444,198555,prior,39,6,10,3.0
1974650,198555,prior,40,3,10,11.0
3120946,198555,prior,41,3,11,7.0
1215008,198555,prior,42,1,17,5.0
9467,198555,prior,43,1,22,7.0
1959630,198555,prior,44,1,23,0.0
3385241,198555,prior,45,4,18,3.0
1103713,198555,prior,46,6,09,9.0
2380005,198555,prior,47,2,17,3.0
1455969,198555,train,48,0,17,5.0
2233665,198556,prior,1,4,11,
79525,198556,prior,2,3,10,30.0
1127613,198556,prior,3,1,14,30.0
2933308,198556,prior,4,3,09,16.0
1185557,198556,prior,5,3,12,30.0
2927867,198556,prior,6,4,12,1.0
2807776,198556,prior,7,4,11,28.0
755948,198556,prior,8,3,13,27.0
803877,198556,prior,9,5,12,23.0
197264,198556,prior,10,2,13,30.0
1698946,198556,prior,11,5,15,30.0
2387490,198556,prior,12,4,14,20.0
1699807,198556,prior,13,4,12,21.0
909230,198556,train,14,2,11,30.0
163378,198557,prior,1,5,20,
2536211,198557,prior,2,6,19,8.0
1487950,198557,prior,3,5,18,20.0
8149,198557,prior,4,5,12,14.0
3271017,198557,prior,5,6,19,1.0
1967360,198557,prior,6,6,15,21.0
995867,198557,prior,7,5,19,6.0
3161479,198557,prior,8,1,14,17.0
3127288,198557,prior,9,0,16,6.0
1346486,198557,prior,10,1,17,22.0
1584587,198557,prior,11,4,18,24.0
1663054,198557,prior,12,4,18,14.0
2105070,198557,train,13,3,19,20.0
2889247,198558,prior,1,0,15,
903699,198558,prior,2,5,12,19.0
2941490,198558,prior,3,4,13,30.0
235421,198558,prior,4,5,20,15.0
1946838,198558,prior,5,4,17,6.0
1817082,198558,prior,6,6,17,2.0
848244,198558,prior,7,6,17,7.0
2391000,198558,prior,8,0,10,1.0
1944798,198558,prior,9,3,22,24.0
3064738,198558,prior,10,6,08,3.0
883862,198558,prior,11,6,18,7.0
358619,198558,prior,12,3,11,25.0
3289340,198558,prior,13,5,10,9.0
1477912,198558,prior,14,0,13,2.0
848138,198558,prior,15,3,18,17.0
657941,198558,prior,16,6,12,10.0
3155688,198558,prior,17,0,10,1.0
2673850,198558,prior,18,6,19,13.0
2873049,198558,prior,19,6,18,7.0
2444290,198558,prior,20,6,11,7.0
690019,198558,prior,21,3,18,4.0
2887323,198558,train,22,6,11,17.0
646059,198559,prior,1,0,10,
284336,198559,prior,2,2,11,2.0
3296886,198559,prior,3,1,12,6.0
1388457,198559,prior,4,1,14,14.0
2826704,198559,prior,5,0,08,20.0
382452,198559,prior,6,4,13,4.0
1048113,198559,prior,7,4,13,7.0
406561,198559,prior,8,1,11,4.0
643511,198559,prior,9,6,16,5.0
496677,198559,prior,10,1,14,9.0
3000111,198559,prior,11,1,12,7.0
415792,198559,prior,12,4,11,10.0
2513228,198559,prior,13,2,13,5.0
740313,198559,prior,14,1,08,6.0
282515,198559,prior,15,0,07,6.0
3699,198559,prior,16,5,11,12.0
1465034,198559,prior,17,2,13,4.0
2733596,198559,prior,18,6,10,4.0
2518944,198559,prior,19,3,12,4.0
1687228,198559,prior,20,2,13,6.0
2168569,198559,prior,21,3,15,8.0
993297,198559,prior,22,6,09,3.0
1577880,198559,prior,23,6,09,7.0
2090563,198559,prior,24,0,15,8.0
2804843,198559,prior,25,6,09,6.0
607797,198559,prior,26,0,15,15.0
1926133,198559,prior,27,6,13,6.0
1351157,198559,prior,28,6,13,30.0
2405520,198559,prior,29,4,12,12.0
1544020,198559,prior,30,2,12,5.0
1671447,198559,prior,31,4,12,2.0
1586590,198559,prior,32,0,13,3.0
2157699,198559,prior,33,0,15,0.0
3031645,198559,prior,34,6,09,6.0
1910916,198559,prior,35,1,11,16.0
173980,198559,prior,36,0,13,6.0
3337389,198559,prior,37,2,10,9.0
2531748,198559,prior,38,1,08,6.0
467026,198559,prior,39,0,10,6.0
317288,198559,train,40,0,19,0.0
3204487,198560,prior,1,0,16,
1180888,198560,prior,2,1,10,30.0
1955871,198560,prior,3,1,08,7.0
2278692,198560,prior,4,0,13,13.0
866613,198560,prior,5,0,08,7.0
2023094,198560,prior,6,0,19,7.0
978424,198560,prior,7,0,11,7.0
2919981,198560,prior,8,6,10,6.0
1278765,198560,prior,9,0,22,15.0
432280,198560,prior,10,0,10,14.0
2511766,198560,prior,11,1,07,8.0
1132993,198560,prior,12,1,08,7.0
2701767,198560,prior,13,6,09,5.0
2977875,198560,prior,14,0,09,22.0
1866649,198560,prior,15,0,18,7.0
1422362,198560,prior,16,0,11,14.0
1690847,198560,prior,17,0,14,7.0
2237847,198560,prior,18,0,13,7.0
1654181,198560,prior,19,1,08,8.0
867297,198560,prior,20,2,06,8.0
3272581,198560,prior,21,2,06,14.0
2923054,198560,prior,22,6,10,25.0
2192413,198560,prior,23,2,14,24.0
3056792,198560,prior,24,1,07,6.0
3257412,198560,prior,25,0,22,6.0
1160863,198560,test,26,0,09,21.0
3317488,198561,prior,1,0,19,
319110,198561,prior,2,3,11,30.0
810208,198561,prior,3,4,21,30.0
1772087,198561,prior,4,0,15,30.0
3219198,198561,train,5,5,07,30.0
2997115,198562,prior,1,6,13,
3358113,198562,prior,2,1,10,9.0
3368502,198562,prior,3,2,18,30.0
1701653,198562,prior,4,6,14,11.0
3041582,198562,prior,5,4,15,5.0
1735970,198562,prior,6,4,19,7.0
3162846,198562,prior,7,6,15,23.0
1438363,198562,prior,8,0,12,15.0
2700904,198562,prior,9,4,17,11.0
2918634,198562,prior,10,4,17,0.0
1637307,198562,prior,11,3,14,6.0
1303421,198562,prior,12,5,18,2.0
90639,198562,prior,13,3,11,5.0
657529,198562,prior,14,0,17,4.0
1829455,198562,prior,15,3,10,10.0
360113,198562,prior,16,1,12,5.0
1338008,198562,prior,17,1,15,14.0
3364774,198562,prior,18,0,07,6.0
524167,198562,prior,19,3,14,3.0
2683332,198562,prior,20,2,15,13.0
3073184,198562,prior,21,6,13,4.0
2690767,198562,prior,22,2,12,3.0
2363786,198562,prior,23,0,10,12.0
981206,198562,prior,24,1,16,1.0
1643742,198562,prior,25,3,18,9.0
2169242,198562,prior,26,1,15,5.0
2171527,198562,prior,27,0,06,6.0
78906,198562,prior,28,5,15,5.0
2033737,198562,test,29,1,18,10.0
1559134,198563,prior,1,6,13,
2503296,198563,prior,2,6,13,30.0
1713948,198563,prior,3,0,11,22.0
2381309,198563,prior,4,2,18,23.0
1410199,198563,prior,5,2,12,30.0
218764,198563,prior,6,5,17,17.0
12199,198563,prior,7,0,17,16.0
3100317,198563,prior,8,1,16,22.0
646448,198563,prior,9,1,20,7.0
3328181,198563,prior,10,2,15,8.0
1615398,198563,prior,11,6,16,18.0
1181182,198563,prior,12,2,17,24.0
2525347,198563,prior,13,1,20,20.0
2315386,198563,prior,14,5,20,4.0
1007725,198563,prior,15,3,13,12.0
391880,198563,prior,16,6,10,10.0
2575383,198563,prior,17,6,18,14.0
506855,198563,train,18,6,14,21.0
2723623,198564,prior,1,0,14,
1399703,198564,prior,2,0,11,14.0
1325970,198564,prior,3,3,15,3.0
3318999,198564,prior,4,5,06,9.0
3200451,198564,prior,5,3,14,5.0
1950075,198564,prior,6,2,10,6.0
2086099,198564,prior,7,0,15,12.0
1815251,198564,prior,8,2,16,9.0
3129070,198564,prior,9,2,12,14.0
2271985,198564,prior,10,3,11,8.0
2508593,198564,prior,11,3,17,7.0
2258047,198564,prior,12,6,13,3.0
2018357,198564,prior,13,4,14,12.0
955572,198564,prior,14,4,15,7.0
3292291,198564,prior,15,0,14,3.0
3266008,198564,prior,16,5,07,5.0
980852,198564,prior,17,2,14,4.0
1046836,198564,prior,18,4,14,2.0
297185,198564,prior,19,2,05,5.0
899581,198564,prior,20,5,15,10.0
3291117,198564,prior,21,2,14,4.0
751089,198564,prior,22,0,15,5.0
2464181,198564,prior,23,4,16,4.0
3119357,198564,prior,24,2,11,5.0
1856645,198564,prior,25,0,13,5.0
2364622,198564,prior,26,4,15,4.0
748248,198564,prior,27,1,15,4.0
875623,198564,prior,28,5,11,4.0
2500707,198564,prior,29,0,10,9.0
1239728,198564,prior,30,1,16,8.0
1642277,198564,prior,31,5,18,4.0
918381,198564,prior,32,1,17,3.0
1656318,198564,prior,33,4,08,17.0
1897286,198564,prior,34,1,14,4.0
2847928,198564,prior,35,2,16,8.0
1089087,198564,prior,36,0,14,5.0
389346,198564,prior,37,3,15,17.0
3108605,198564,prior,38,0,09,4.0
2426158,198564,prior,39,5,15,5.0
46981,198564,prior,40,5,15,0.0
3173055,198564,prior,41,2,16,4.0
2692306,198564,prior,42,0,18,5.0
1727321,198564,prior,43,5,14,5.0
2382393,198564,prior,44,3,18,5.0
2357714,198564,prior,45,2,16,6.0
3183474,198564,prior,46,2,16,0.0
569931,198564,prior,47,1,11,13.0
1098663,198564,prior,48,4,18,3.0
1050921,198564,prior,49,2,17,5.0
1674410,198564,prior,50,1,07,6.0
2213733,198564,prior,51,3,16,2.0
2620644,198564,prior,52,1,13,5.0
2274583,198564,prior,53,2,17,8.0
2289249,198564,prior,54,0,12,5.0
1028263,198564,prior,55,2,15,2.0
707478,198564,test,56,6,12,4.0
2804109,198565,prior,1,0,13,
867658,198565,prior,2,1,16,1.0
3017676,198565,prior,3,3,13,2.0
2069108,198565,prior,4,2,01,6.0
1445825,198565,prior,5,2,09,0.0
1819964,198565,prior,6,5,13,3.0
1097960,198565,prior,7,5,13,0.0
432118,198565,prior,8,5,14,0.0
3338184,198565,prior,9,1,18,3.0
941195,198565,prior,10,2,08,1.0
1558029,198565,prior,11,2,16,0.0
273797,198565,prior,12,1,14,6.0
476037,198565,prior,13,2,19,1.0
695763,198565,prior,14,3,17,1.0
970360,198565,prior,15,2,12,6.0
1202201,198565,prior,16,4,18,16.0
440864,198565,prior,17,0,10,3.0
879462,198565,prior,18,0,14,0.0
2735073,198565,prior,19,2,18,2.0
754902,198565,prior,20,2,16,7.0
1073993,198565,prior,21,3,10,1.0
673504,198565,prior,22,3,17,7.0
695626,198565,prior,23,4,18,1.0
2368194,198565,prior,24,5,15,1.0
644875,198565,prior,25,5,22,0.0
2910266,198565,prior,26,3,15,5.0
2625126,198565,prior,27,3,17,0.0
2620655,198565,prior,28,5,15,2.0
2750076,198565,prior,29,0,11,2.0
3302057,198565,prior,30,0,17,0.0
1897131,198565,prior,31,5,16,5.0
221977,198565,prior,32,1,16,3.0
1378297,198565,prior,33,4,00,3.0
3287256,198565,prior,34,4,07,14.0
2277120,198565,prior,35,5,11,8.0
373721,198565,prior,36,5,17,0.0
1536489,198565,prior,37,1,15,3.0
2760517,198565,prior,38,2,16,8.0
2381267,198565,prior,39,3,16,1.0
1294123,198565,prior,40,3,17,0.0
1431121,198565,prior,41,6,20,3.0
3405903,198565,prior,42,0,15,1.0
1317394,198565,prior,43,0,14,14.0
847041,198565,prior,44,1,11,1.0
1888267,198565,prior,45,2,11,1.0
2863247,198565,prior,46,2,12,0.0
2622827,198565,prior,47,2,12,0.0
735406,198565,prior,48,2,18,0.0
361678,198565,prior,49,0,17,12.0
1470861,198565,prior,50,1,14,1.0
1186506,198565,prior,51,2,11,1.0
414955,198565,prior,52,2,17,0.0
2224974,198565,prior,53,3,17,1.0
309392,198565,prior,54,3,17,14.0
778741,198565,prior,55,0,15,4.0
2015883,198565,prior,56,5,16,12.0
1474990,198565,prior,57,1,02,3.0
1232916,198565,prior,58,2,16,1.0
2392679,198565,prior,59,2,16,0.0
2441878,198565,prior,60,3,16,1.0
719211,198565,prior,61,4,11,1.0
233729,198565,prior,62,4,12,0.0
1501627,198565,prior,63,3,16,6.0
1191171,198565,prior,64,4,07,1.0
3216353,198565,prior,65,5,13,1.0
566049,198565,prior,66,1,11,3.0
827377,198565,prior,67,2,16,1.0
2291549,198565,prior,68,3,11,1.0
3286477,198565,prior,69,5,01,2.0
3266376,198565,prior,70,2,08,4.0
2078015,198565,prior,71,2,08,7.0
1047897,198565,prior,72,3,11,8.0
1959251,198565,prior,73,5,10,2.0
174903,198565,prior,74,2,13,4.0
2282346,198565,prior,75,1,11,6.0
281145,198565,prior,76,2,13,1.0
100482,198565,prior,77,3,13,1.0
1299862,198565,prior,78,6,12,3.0
3388838,198565,prior,79,2,14,3.0
2278931,198565,prior,80,5,10,3.0
1672114,198565,prior,81,5,13,0.0
420560,198565,prior,82,6,09,1.0
3300023,198565,prior,83,1,15,2.0
1405488,198565,prior,84,3,13,2.0
2783198,198565,prior,85,3,19,0.0
3278748,198565,prior,86,5,09,2.0
1365064,198565,prior,87,5,12,0.0
2512015,198565,prior,88,5,12,0.0
1474378,198565,prior,89,5,16,0.0
2532810,198565,prior,90,0,22,2.0
378014,198565,prior,91,1,16,1.0
1083910,198565,prior,92,3,17,2.0
2205531,198565,prior,93,4,12,1.0
3145538,198565,prior,94,5,11,1.0
2614270,198565,prior,95,5,11,0.0
1196900,198565,prior,96,5,15,0.0
2736676,198565,prior,97,5,17,0.0
689935,198565,prior,98,6,12,1.0
2094773,198565,prior,99,6,15,0.0
1595636,198565,test,100,2,14,3.0
102113,198566,prior,1,2,13,
663226,198566,prior,2,1,12,13.0
2328086,198566,prior,3,3,22,16.0
262108,198566,prior,4,1,21,12.0
2053316,198566,prior,5,3,15,30.0
151897,198566,prior,6,4,12,8.0
2680954,198566,prior,7,0,11,10.0
712131,198566,prior,8,4,16,4.0
3111772,198566,prior,9,5,21,22.0
953970,198566,prior,10,4,16,27.0
680339,198566,prior,11,6,11,9.0
1363623,198566,prior,12,3,21,4.0
444569,198566,test,13,0,10,18.0
2747050,198567,prior,1,2,08,
480221,198567,prior,2,3,16,8.0
1781548,198567,prior,3,1,06,5.0
853889,198567,prior,4,5,08,4.0
1522662,198567,prior,5,6,08,1.0
2441697,198567,prior,6,3,10,4.0
278425,198567,prior,7,6,08,3.0
3312969,198567,prior,8,0,20,8.0
3271926,198567,prior,9,2,08,2.0
1983953,198567,prior,10,2,02,7.0
155123,198567,prior,11,4,19,2.0
2791276,198567,prior,12,6,11,2.0
2089506,198567,prior,13,1,08,2.0
3420753,198567,prior,14,4,09,3.0
617653,198567,prior,15,5,18,8.0
3091929,198567,prior,16,2,08,4.0
