3416309,5194,2,1
3416309,47766,3,1
3416309,35628,4,1
3416309,7781,5,1
3416309,20574,6,1
3416310,49259,1,0
3416310,46667,2,0
3416310,3916,3,0
3416310,26728,4,0
3416312,27845,1,1
3416313,14464,1,1
3416313,39275,2,1
3416313,27966,3,1
3416313,26638,4,1
3416313,13629,5,1
3416313,19904,6,1
3416313,27243,7,1
3416313,35855,8,1
3416313,37687,9,1
3416313,23029,10,1
3416313,17630,11,0
3416313,38456,12,1
3416314,38164,1,0
3416314,21903,2,0
3416314,33120,3,0
3416315,6873,1,1
3416315,37053,2,1
3416315,14814,3,1
3416316,19348,1,1
3416316,35591,2,0
3416316,24533,3,0
3416316,3919,4,0
3416316,48723,5,0
3416316,3885,6,0
3416316,13176,7,0
3416316,38996,8,0
3416316,33357,9,0
3416316,12015,10,0
3416316,28199,11,0
3416317,33122,1,1
3416317,44632,2,1
3416317,3389,3,0
3416317,4711,4,1
3416317,19734,5,1
3416317,10957,6,0
3416317,30106,7,0
3416317,15902,8,0
3416317,26410,9,0
3416317,13176,10,0
3416317,12312,11,0
3416317,36360,12,1
3416317,5068,13,0
3416317,49543,14,0
3416317,14104,15,0
3416317,39194,16,0
3416318,24852,1,1
3416318,43122,2,1
3416318,35951,3,1
3416318,37646,4,1
3416318,24184,5,1
3416318,46916,6,1
3416318,13646,7,1
3416318,29370,8,0
3416318,21903,9,1
3416318,4210,10,1
3416318,22308,11,1
3416318,8986,12,1
3416318,1634,13,1
3416318,40516,14,1
3416318,27086,15,1
3416318,44883,16,1
3416318,4967,17,1
3416318,19046,18,1
3416318,47626,19,1
3416318,20169,20,1
3416318,47209,21,1
3416318,9772,22,1
3416318,44912,23,0
3416319,27966,1,0
3416319,18523,2,1
3416319,22234,3,0
3416319,36039,4,1
3416319,4097,5,1
3416319,13646,6,0
3416319,42736,7,0
3416319,35992,8,0
3416319,35951,9,1
3416319,3849,10,0
3416319,11421,11,0
3416319,40706,12,0
3416319,24184,13,0
3416319,21791,14,0
3416319,13759,15,0
3416319,44406,16,0
3416320,38531,1,1
3416320,3869,2,1
3416320,48795,3,1
3416320,22998,4,1
3416320,20632,5,0
3416320,44359,6,0
3416320,13176,7,0
3416320,21903,8,0
3416321,9784,1,0
3416321,11384,2,0
3416321,34358,3,0
3416321,31553,4,0
3416321,3093,5,0
3416321,20608,6,0
3416321,31717,7,0
3416321,32303,8,0
3416321,13252,9,0
3416321,982,10,0
3416321,1979,11,0
3416321,13909,12,0
3416321,44987,13,0
3416321,41319,14,0
3416321,20754,15,0
3416321,13885,16,0
3416322,30727,1,0
3416322,13176,2,1
3416322,28204,3,1
3416322,8277,4,0
3416322,31557,5,1
3416322,21137,6,1
3416323,27966,1,0
3416323,13176,2,1
3416324,11844,1,0
3416324,22882,2,1
3416324,43961,3,1
3416324,44245,4,1
3416324,31683,5,1
3416324,22509,6,1
3416324,30994,7,1
3416324,46979,8,1
3416324,23322,9,1
3416324,15290,10,1
3416324,13176,11,1
3416324,1940,12,1
3416324,5194,13,1
3416324,22583,14,1
3416324,39430,15,1
3416324,43406,16,1
3416324,40021,17,1
3416324,33754,18,1
3416324,30696,19,1
3416325,43631,1,1
3416325,26620,2,1
3416325,35989,3,1
3416325,9697,4,0
3416326,46088,1,1
3416326,1160,2,1
3416326,14399,3,1
3416326,47890,4,1
3416326,21338,5,1
3416327,24518,1,1
3416327,34942,2,1
3416327,40706,3,1
3416327,22022,4,1
3416327,9438,5,1
3416327,22935,6,0
3416327,40992,7,1
3416327,13176,8,1
3416327,5479,9,1
3416327,2825,10,1
3416327,5077,11,1
3416327,13870,12,1
3416327,21009,13,1
3416327,34578,14,1
3416327,30391,15,1
3416327,39928,16,1
3416327,26209,17,1
3416327,45007,18,1
3416328,16428,1,1
3416328,19208,2,1
3416328,11889,3,1
3416328,46667,4,1
3416328,14992,5,1
3416328,42736,6,1
3416328,45646,7,1
3416328,39558,8,0
3416328,45013,9,0
3416328,29675,10,0
3416328,48946,11,0
3416329,24852,1,0
3416329,19694,2,0
3416329,7736,3,0
3416329,7538,4,0
3416329,40332,5,0
3416329,35948,6,0
3416330,44328,1,1
3416330,4960,2,1
3416331,19660,1,1
3416331,20906,2,1
3416331,13176,3,1
3416331,32553,4,1
3416331,15995,5,1
3416331,20995,6,1
3416331,9430,7,1
3416331,33462,8,1
3416331,18352,9,1
3416331,22825,10,1
3416331,31612,11,1
3416331,18670,12,1
3416331,11576,13,1
3416331,23634,14,1
3416331,47209,15,1
3416331,40298,16,1
3416331,11513,17,1
3416331,47059,18,1
3416331,23288,19,1
3416331,17256,20,1
3416331,11421,21,1
3416331,34819,22,1
3416331,8021,23,1
3416331,28278,24,1
3416331,47866,25,1
3416331,47253,26,1
3416331,35946,27,1
3416331,651,28,1
3416331,645,29,0
3416331,39989,30,0
3416331,42265,31,0
3416331,47626,32,0
3416331,2732,33,0
3416331,5692,34,0
3416331,671,35,1
3416331,35217,36,0
3416331,30121,37,0
3416331,15366,38,0
3416332,9208,1,1
3416332,14390,2,1
3416332,46595,3,1
3416332,45685,4,1
3416332,46448,5,1
3416332,18285,6,1
3416332,3664,7,1
3416332,17600,8,0
3416332,18721,9,0
3416332,11456,10,0
3416332,10330,11,0
3416333,8730,1,1
3416333,4697,2,1
3416333,2275,3,1
3416333,38553,4,1
3416333,31263,5,1
3416333,24852,6,1
3416333,45099,7,1
3416333,32553,8,1
3416333,12916,9,1
3416333,35948,10,0
3416333,3298,11,1
3416333,35171,12,1
3416333,14191,13,0
3416333,19301,14,1
3416333,17283,15,0
3416333,4423,16,0
3416333,9597,17,1
3416333,45612,18,0
3416333,49429,19,0
3416334,22128,1,0
3416334,22142,2,0
3416334,15359,3,0
3416334,12260,4,0
3416334,1969,5,0
3416334,32403,6,1
3416334,28634,7,1
3416334,27275,8,1
3416334,37203,9,1
3416334,277,10,0
3416335,38255,1,1
3416335,29871,2,0
3416335,33787,3,1
3416335,4957,4,1
3416335,18523,5,1
3416335,33754,6,1
3416335,4145,7,1
3416335,23554,8,0
3416336,41539,1,0
3416336,32689,2,1
3416336,27086,3,0
3416336,21948,4,0
3416337,10473,1,1
3416337,32403,2,1
3416337,32478,3,1
3416337,3798,4,1
3416337,9387,5,1
3416337,46058,6,1
3416337,16732,7,1
3416337,47992,8,1
3416337,5157,9,1
3416337,36472,10,1
3416337,13575,11,1
3416338,13984,1,0
3416338,30391,2,0
3416338,16797,3,1
3416338,35883,4,0
3416338,40233,5,0
3416338,23805,6,0
3416338,41149,7,1
3416338,14578,8,1
3416338,39247,9,0
3416338,43122,10,0
3416338,21560,11,0
3416339,31720,1,1
3416339,44632,2,1
3416339,28204,3,1
3416339,24852,4,1
3416339,9407,5,1
3416339,38834,6,1
3416339,47965,7,1
3416339,27966,8,1
3416339,44293,9,1
3416339,26431,10,1
3416339,20842,11,1
3416339,26620,12,0
3416339,18618,13,1
3416339,34448,14,0
3416339,22035,15,1
3416340,17600,1,1
3416340,40427,2,1
3416340,17630,3,0
3416340,1883,4,1
3416340,8774,5,0
3416340,24799,6,0
3416340,30305,7,0
3416341,13113,1,1
3416341,27966,2,1
3416341,29594,3,1
3416341,44632,4,1
3416341,47766,5,1
3416341,39947,6,1
3416341,5194,7,0
3416341,24561,8,1
3416341,12576,9,0
3416341,42139,10,1
3416341,7781,11,0
3416341,46346,12,1
3416341,21903,13,0
3416341,32579,14,0
3416341,16194,15,0
3416341,26177,16,0
3416341,3599,17,0
3416341,45866,18,0
3416341,8518,19,0
3416341,36695,20,0
3416341,6104,21,0
3416341,23734,22,0
3416341,39693,23,0
3416341,29662,24,0
3416343,47672,1,0
3416343,19488,2,1
3416344,5212,1,1
3416344,6532,2,1
3416344,24852,3,1
3416344,38689,4,1
3416344,14491,5,1
3416344,14010,6,1
3416344,40723,7,1
3416344,16797,8,1
3416344,49610,9,1
3416344,11777,10,1
3416344,43122,11,1
3416344,5194,12,1
3416344,4605,13,1
3416344,7835,14,1
3416344,1593,15,0
3416344,9853,16,0
3416344,5025,17,1
3416344,21405,18,1
3416344,21903,19,1
3416344,40706,20,0
3416344,33401,21,1
3416344,8518,22,1
3416344,35824,23,1
3416344,44659,24,0
3416345,10605,1,1
3416345,24852,2,1
3416345,23888,3,0
3416345,35233,4,0
3416345,8204,5,0
3416345,25577,6,0
3416345,12955,7,0
3416345,42345,8,0
3416345,47888,9,0
3416345,37369,10,0
3416345,38389,11,0
3416345,16650,12,1
3416345,28993,13,1
3416345,24361,14,0
3416345,18141,15,0
3416345,46168,16,1
3416345,20737,17,1
3416345,8744,18,0
3416345,5594,19,0
3416345,3967,20,0
3416345,4798,21,0
3416345,41608,22,0
3416345,14114,23,0
3416345,39464,24,0
3416345,10612,25,1
3416345,33973,26,0
3416345,2717,27,0
3416345,48134,28,0
3416345,49128,29,0
3416345,11265,30,0
3416345,34398,31,1
3416345,45679,32,1
3416345,47570,33,0
3416345,12738,34,0
3416345,25985,35,0
3416345,11827,36,0
3416346,9871,1,0
3416346,48679,2,0
3416346,5621,3,0
3416346,15902,4,0
3416346,7948,5,1
3416346,47167,6,1
3416346,38273,7,1
3416346,9808,8,1
3416346,33043,9,1
3416346,23516,10,0
3416347,14332,1,0
3416347,35958,2,1
3416347,37552,3,1
3416347,14766,4,0
3416347,24852,5,1
3416347,4605,6,0
3416348,42078,1,1
3416348,35406,2,1
3416349,35221,1,1
3416349,17630,2,1
3416349,24852,3,1
3416349,43394,4,1
3416349,49683,5,1
3416349,45066,6,1
3416349,35078,7,1
3416349,36117,8,1
3416349,3599,9,1
3416349,4600,10,1
3416349,24850,11,1
3416349,12614,12,1
3416349,40706,13,1
3416349,47616,14,1
3416349,28628,15,1
3416349,13629,16,1
3416350,28745,1,1
3416350,48086,2,1
3416350,11535,3,0
3416350,9788,4,0
3416350,49248,5,0
3416350,48112,6,0
3416350,41570,7,0
3416351,29740,1,0
3416351,8988,2,0
3416351,34590,3,0
3416351,18465,4,1
3416351,12380,5,1
3416351,27548,6,0
3416351,21376,7,0
3416351,28204,8,1
3416351,10199,9,0
3416351,42075,10,0
3416351,31717,11,1
3416351,47209,12,1
3416351,41220,13,1
3416351,15290,14,1
3416351,35939,15,1
3416351,20132,16,0
3416351,49075,17,1
3416352,45007,1,0
3416352,41065,2,0
3416352,5451,3,0
3416352,26443,4,0
3416352,34217,5,0
3416352,43908,6,0
3416352,1194,7,1
3416352,6948,8,1
3416352,5077,9,1
3416352,4989,10,1
3416352,47209,11,1
3416352,27277,12,1
3416352,40421,13,1
3416352,14732,14,1
3416352,16560,15,1
3416352,29623,16,1
3416352,35188,17,1
3416352,36313,18,1
3416352,15693,19,1
3416352,6390,20,1
3416352,13629,21,1
3416352,27260,22,1
3416352,49044,23,1
3416352,4753,24,1
3416352,42118,25,1
3416352,44661,26,1
3416352,1907,27,1
3416352,9637,28,1
3416352,38223,29,1
3416352,27433,30,1
3416352,14819,31,1
3416352,37053,32,1
3416352,42265,33,1
3416352,42356,34,1
3416352,43643,35,0
3416352,24082,36,1
3416352,35306,37,1
3416352,31433,38,1
3416352,42828,39,1
3416352,49215,40,0
3416352,21393,41,1
3416352,41559,42,0
3416353,31720,1,1
3416353,25659,2,1
3416353,47734,3,1
3416353,46667,4,0
3416353,47672,5,1
3416353,9366,6,0
3416353,47209,7,1
3416354,9387,1,1
3416354,43352,2,1
3416354,38456,3,1
3416354,1940,4,1
3416354,24852,5,1
3416354,6991,6,0
3416354,5450,7,1
3416354,43973,8,0
3416354,45037,9,0
3416355,196,1,1
3416356,32578,1,1
3416356,45788,2,1
3416356,46505,3,1
3416356,47766,4,1
3416356,42221,5,1
3416356,30949,6,1
3416356,17902,7,1
3416356,13838,8,1
3416356,20842,9,1
3416356,35628,10,1
3416356,28199,11,1
3416356,13176,12,1
3416356,19660,13,1
3416356,42110,14,1
3416356,16521,15,1
3416357,38293,1,0
3416357,29328,2,0
3416357,4605,3,0
3416357,36550,4,0
3416357,12157,5,0
3416357,28842,6,0
3416357,49075,7,0
3416357,34300,8,0
3416357,21846,9,0
3416357,25718,10,0
3416357,28985,11,0
3416358,3957,1,0
3416358,22966,2,0
3416358,48324,3,0
3416358,46900,4,0
3416358,9060,5,0
3416358,2599,6,0
3416358,8169,7,0
3416358,7736,8,1
3416359,33783,1,1
3416359,13575,2,1
3416359,30486,3,1
3416359,22507,4,1
3416360,8518,1,0
3416360,47209,2,1
3416360,23339,3,0
3416360,28842,4,1
3416360,34497,5,1
3416360,21616,6,1
3416360,22825,7,1
3416360,13447,8,1
3416360,24852,9,0
3416360,5876,10,0
3416360,26209,11,1
3416360,19204,12,0
3416360,19398,13,0
3416360,17872,14,1
3416360,39275,15,1
3416360,5612,16,1
3416360,46169,17,0
3416361,28631,1,0
3416361,23979,2,0
3416362,11520,1,1
3416362,28745,2,1
3416362,27104,3,1
3416362,14881,4,1
3416362,27596,5,1
3416362,42265,6,0
3416362,14197,7,0
3416362,45063,8,0
3416362,45177,9,0
3416362,21137,10,0
3416362,5077,11,1
3416362,30169,12,1
3416362,45104,13,1
3416362,7076,14,1
3416362,10863,15,0
3416362,21376,16,1
3416362,29898,17,0
3416362,19478,18,0
3416363,33184,1,0
3416363,17505,2,0
3416363,38200,3,1
3416363,31564,4,1
3416363,9750,5,1
3416363,12909,6,1
3416363,44704,7,1
3416363,21115,8,1
3416363,36849,9,1
3416363,22646,10,1
3416363,47145,11,1
3416363,32676,12,1
3416363,26286,13,1
3416363,6164,14,1
3416363,44799,15,1
3416363,4210,16,1
3416363,27796,17,0
3416363,5181,18,0
3416364,24852,1,1
3416364,8174,2,1
3416364,7781,3,1
3416364,47209,4,1
3416364,22825,5,1
3416364,18465,6,1
3416364,45279,7,0
3416364,20632,8,0
3416364,15613,9,0
3416364,49111,10,1
3416364,41162,11,0
3416364,20734,12,1
3416364,12312,13,0
3416365,37710,1,1
3416365,38928,2,1
3416365,42265,3,1
3416366,24964,1,0
3416366,41177,2,1
3416366,27464,3,1
3416366,22504,4,1
3416366,20243,5,1
3416366,24852,6,1
3416366,3896,7,1
3416366,5785,8,1
3416366,24838,9,1
3416366,27086,10,1
3416366,18523,11,1
3416366,9825,12,1
3416366,43772,13,1
3416367,1158,1,1
3416367,8277,2,1
3416367,25533,3,1
3416367,26032,4,1
3416367,27247,5,1
3416367,39639,6,1
3416367,38997,7,1
3416367,16748,8,1
3416367,16848,9,1
3416367,27055,10,1
3416367,29418,11,0
3416367,19282,12,0
3416367,19678,13,0
3416368,27521,1,0
3416368,43662,2,0
3416368,2846,3,0
3416368,40397,4,0
3416368,21903,5,0
3416369,21653,1,0
3416369,39495,2,0
3416369,39322,3,0
3416369,47029,4,0
3416371,45104,1,1
3416371,32033,2,0
3416371,20463,3,1
3416371,27582,4,1
3416371,48310,5,0
3416371,17744,6,0
3416371,20838,7,0
3416371,15279,8,1
3416371,28476,9,1
3416371,48290,10,1
3416371,7177,11,1
3416371,27133,12,0
3416371,43262,13,1
3416371,1940,14,1
3416372,31124,1,1
3416372,18404,2,0
3416372,3854,3,0
3416372,16797,4,0
3416372,40332,5,0
3416372,33772,6,0
3416372,36101,7,0
3416372,24273,8,0
3416372,26119,9,0
3416372,44568,10,0
3416372,39491,11,0
3416372,15929,12,0
3416372,41601,13,0
3416372,15386,14,0
3416372,32300,15,0
3416373,26209,1,1
3416373,11741,2,1
3416373,24852,3,1
3416373,8480,4,1
3416373,9662,5,1
3416373,38408,6,1
3416374,16797,1,1
3416374,29447,2,1
3416374,21162,3,1
3416374,3020,4,1
3416374,5550,5,1
3416374,46842,6,1
3416374,37322,7,1
3416374,45371,8,1
3416374,40449,9,1
3416374,7461,10,0
3416374,34134,11,1
3416374,10032,12,1
3416374,43504,13,0
3416374,45633,14,0
3416374,17600,15,0
3416374,30082,16,1
3416374,33095,17,0
3416375,33212,1,1
3416375,9422,2,1
3416375,28009,3,1
3416375,47734,4,1
3416375,7901,5,0
3416375,7878,6,1
3416375,19480,7,1
3416375,5769,8,1
3416375,20583,9,1
3416375,47626,10,0
3416375,28079,11,0
3416375,14477,12,0
3416375,12342,13,1
3416376,39581,1,1
3416376,13166,2,0
3416376,35898,3,0
3416376,28080,4,0
3416376,49235,5,1
3416376,48163,6,0
3416376,4472,7,0
3416376,24838,8,0
3416376,24852,9,1
3416376,9387,10,0
3416376,28199,11,1
3416376,32099,12,0
3416376,38553,13,0
3416376,35946,14,0
3416376,24631,15,0
3416376,47223,16,0
3416376,9124,17,0
3416377,24390,1,0
3416377,248,2,0
3416377,39928,3,1
3416377,8277,4,1
3416377,44632,5,1
3416377,20186,6,1
3416377,28985,7,1
3416377,5876,8,1
3416377,18200,9,1
3416377,16363,10,1
3416377,19311,11,1
3416377,27104,12,1
3416377,4462,13,0
3416377,9955,14,1
3416377,30919,15,1
3416377,19272,16,0
3416377,15008,17,1
3416377,36264,18,0
3416377,38622,19,0
3416377,17511,20,1
3416377,5456,21,0
3416377,47029,22,0
3416377,36724,23,1
3416378,40289,1,1
3416378,46107,2,1
3416378,19678,3,1
3416378,17794,4,0
3416378,31444,5,1
3416378,47621,6,1
3416378,9839,7,1
3416378,17568,8,1
3416378,45066,9,1
3416378,42701,10,1
3416378,34530,11,0
3416379,27086,1,1
3416379,2962,2,1
3416379,21137,3,1
3416379,12341,4,0
3416379,14715,5,0
3416380,27845,1,1
3416380,162,2,1
3416380,49235,3,1
3416381,27104,1,1
3416381,26165,2,1
3416381,41220,3,1
3416381,9623,4,1
3416381,18992,5,1
3416381,31717,6,1
3416381,95,7,1
3416381,21195,8,1
3416381,32184,9,1
3416381,7704,10,1
3416381,8277,11,1
3416381,8518,12,1
3416382,8518,1,1
3416382,45200,2,1
3416382,21174,3,1
3416382,36550,4,1
3416383,25304,1,1
3416383,32433,2,1
3416383,28427,3,1
3416383,31501,4,1
3416383,13182,5,1
3416383,40332,6,1
3416383,39602,7,1
3416383,27361,8,1
3416383,5970,9,1
3416383,33041,10,1
3416383,25844,11,1
3416383,30989,12,1
3416383,7877,13,1
3416383,5460,14,1
3416383,43251,15,1
3416383,39681,16,1
3416383,26477,17,1
3416383,25952,18,1
3416383,15852,19,1
3416383,24622,20,1
3416383,27356,21,1
3416383,7022,22,1
3416383,2102,23,1
3416383,9513,24,1
3416383,19734,25,1
3416384,43583,1,0
3416384,9076,2,0
3416384,16855,3,0
3416384,432,4,1
3416384,6518,5,0
3416384,41273,6,0
3416384,32433,7,0
3416385,4731,1,0
3416385,42224,2,0
3416386,32442,1,1
3416386,47209,2,1
3416386,19101,3,1
3416386,24254,4,0
3416386,14678,5,1
3416387,42699,1,0
3416387,31506,2,1
3416387,23165,3,0
3416387,41065,4,1
3416387,9092,5,1
3416387,40706,6,0
3416387,46979,7,1
3416387,21724,8,0
3416387,26209,9,1
3416387,3988,10,0
3416387,49683,11,1
3416387,40516,12,0
3416387,17794,13,1
3416387,31717,14,1
3416387,4086,15,1
3416387,27104,16,1
3416387,8518,17,1
3416387,15261,18,0
3416387,43789,19,1
3416387,21616,20,1
3416387,38159,21,0
3416387,15937,22,1
3416387,5876,23,1
3416387,13629,24,0
3416387,123,25,0
3416388,34335,1,1
3416388,4920,2,1
3416388,11777,3,1
3416389,13941,1,1
3416389,41290,2,1
3416389,33136,3,0
3416389,32211,4,1
3416389,34969,5,1
3416389,5128,6,0
3416390,24852,1,1
3416390,9387,2,0
3416390,39408,3,0
3416390,37766,4,1
3416390,43961,5,1
3416390,16797,6,1
3416390,35898,7,0
3416390,5405,8,0
3416390,4920,9,1
3416390,47759,10,0
3416390,27730,11,0
3416391,16349,1,1
3416391,47862,2,0
3416391,45645,3,1
3416391,27288,4,0
3416391,22069,5,0
3416391,45066,6,0
3416392,13176,1,1
3416392,11759,2,1
3416392,6184,3,1
3416392,21573,4,1
3416392,3798,5,1
3416393,34789,1,1
3416393,45862,2,1
3416393,581,3,1
3416393,4605,4,1
3416393,41588,5,1
3416393,24852,6,1
3416393,44799,7,1
3416393,31981,8,1
3416393,47890,9,1
3416393,21115,10,1
3416393,28204,11,1
3416394,8695,1,1
3416394,14764,2,1
3416394,5077,3,0
3416394,19660,4,1
3416394,40709,5,1
3416395,34126,1,1
3416395,28985,2,1
3416395,31553,3,1
3416395,16797,4,1
3416395,47766,5,1
3416395,432,6,1
3416395,39558,7,0
3416395,31562,8,1
3416395,5933,9,0
3416395,35221,10,0
3416395,20580,11,0
3416395,36333,12,0
3416395,46993,13,0
3416395,23178,14,1
3416395,24964,15,1
3416395,42183,16,1
3416395,34966,17,0
3416395,34969,18,0
3416395,9839,19,0
3416395,28156,20,0
3416395,29941,21,1
3416396,30850,1,1
3416397,29854,1,0
3416397,13377,2,1
3416397,46673,3,1
3416397,15654,4,0
3416397,20082,5,1
3416397,21557,6,1
3416398,19366,1,1
3416398,49683,2,1
3416398,31683,3,1
3416398,31506,4,1
3416398,26769,5,0
3416398,45002,6,1
3416398,49235,7,1
3416398,44628,8,0
3416398,46979,9,1
3416398,16349,10,1
3416398,9631,11,0
3416399,20842,1,0
3416399,13984,2,0
3416399,49683,3,0
3416399,34358,4,1
3416399,40706,5,0
3416399,29526,6,0
3416399,44142,7,1
3416399,39037,8,0
3416399,8656,9,1
3416399,42625,10,0
3416399,47626,11,0
3416399,41290,12,0
3416399,24852,13,1
3416399,28204,14,1
3416399,5782,15,0
3416399,263,16,0
3416399,10692,17,0
3416399,6920,18,1
3416399,12312,19,1
3416399,37317,20,1
3416399,42230,21,0
3416400,5974,1,1
3416400,21010,2,1
3416400,24964,3,0
3416400,38383,4,0
3416400,7461,5,0
3416400,28836,6,0
3416401,3957,1,0
3416401,24964,2,1
3416401,21405,3,0
3416401,43295,4,1
3416401,21910,5,1
3416401,6489,6,1
3416402,13575,1,0
3416402,41596,2,1
3416402,11365,3,1
3416402,21292,4,1
3416402,4724,5,1
3416402,38768,6,1
3416402,34466,7,0
3416402,12341,8,1
3416402,30827,9,0
3416402,21903,10,0
3416402,29223,11,0
3416402,17794,12,0
3416402,10441,13,1
3416403,2344,1,0
3416403,36865,2,1
3416403,8309,3,0
3416403,20072,4,1
3416403,24852,5,1
3416403,5670,6,0
3416404,14870,1,1
3416404,31952,2,1
3416404,21927,3,1
3416404,48190,4,1
3416404,46346,5,1
3416404,40345,6,1
3416404,10749,7,1
3416404,12341,8,0
3416404,18465,9,0
3416404,45763,10,1
3416405,19156,1,1
3416405,18926,2,1
3416405,33787,3,1
3416405,11520,4,1
3416405,16911,5,1
3416405,41340,6,1
3416405,22474,7,1
3416405,24850,8,1
3416405,9825,9,1
3416405,43504,10,1
3416405,15995,11,1
3416405,45007,12,1
3416405,21614,13,1
3416405,38647,14,1
3416405,5228,15,1
3416405,19311,16,1
3416405,40377,17,1
3416405,39619,18,1
3416405,30450,19,1
3416405,7751,20,1
3416405,34824,21,1
3416405,4658,22,0
3416405,36253,23,0
3416405,24561,24,0
3416405,20345,25,0
3416405,46720,26,1
3416405,46638,27,0
3416406,21295,1,0
3416406,7948,2,0
3416406,22935,3,0
3416406,17794,4,0
3416406,14197,5,0
3416406,43789,6,0
3416406,40706,7,0
3416406,44624,8,0
3416406,22247,9,0
3416406,21903,10,0
3416406,10243,11,0
3416406,160,12,0
3416407,38371,1,1
3416407,30352,2,1
3416407,24852,3,1
3416407,27307,4,1
3416407,38241,5,1
3416407,10732,6,0
3416407,32331,7,1
3416407,9068,8,0
3416407,17316,9,1
3416408,34106,1,0
3416408,2211,2,0
3416408,5077,3,0
3416408,36618,4,0
3416408,46138,5,0
3416409,48220,1,1
3416409,28289,2,1
3416409,10248,3,0
3416409,26800,4,1
3416409,46785,5,1
3416409,34310,6,1
3416409,25471,7,0
3416410,5212,1,1
3416411,36438,1,1
3416411,14084,2,1
3416411,7325,3,1
3416412,47766,1,0
3416412,24852,2,0
3416412,9550,3,0
3416412,21903,4,0
3416412,32412,5,0
3416412,32433,6,0
3416412,14084,7,0
3416412,9076,8,0
3416412,43961,9,0
3416412,45007,10,0
3416412,23579,11,0
3416412,12858,12,0
3416412,13870,13,0
3416412,46692,14,0
3416412,40396,15,0
3416412,1516,16,0
3416413,48333,1,1
3416413,16014,2,1
3416413,47977,3,1
3416413,23645,4,0
3416413,15023,5,1
3416413,3953,6,1
3416413,29944,7,0
3416413,8049,8,1
3416414,17461,1,1
3416414,27104,2,1
3416414,35084,3,1
3416414,28476,4,1
3416414,49683,5,1
3416414,45066,6,1
3416414,27122,7,1
3416414,3899,8,1
3416414,43352,9,1
3416414,31865,10,1
3416414,44479,11,1
3416414,45007,12,1
3416414,427,13,1
3416414,16752,14,0
3416414,33000,15,1
3416414,16797,16,1
3416414,27086,17,0
3416414,33731,18,1
3416415,42556,1,1
3416415,23909,2,1
3416415,41844,3,0
3416415,39614,4,0
3416415,11679,5,1
3416415,24852,6,1
3416415,46169,7,1
3416415,1860,8,0
3416415,41290,9,0
3416415,13627,10,0
3416416,7733,1,1
3416416,15925,2,1
3416417,1194,1,1
3416417,38160,2,1
3416417,47766,3,1
3416417,5750,4,1
3416417,46979,5,0
3416417,46654,6,1
3416417,5460,7,1
3416417,48205,8,1
3416417,43352,9,1
3416417,4591,10,0
3416417,33922,11,0
3416417,13176,12,1
3416417,38266,13,1
3416417,13755,14,0
3416417,6724,15,0
3416417,32497,16,0
3416417,47438,17,0
3416417,17982,18,0
3416417,21019,19,1
3416417,7146,20,1
3416418,10957,1,1
3416418,9175,2,1
3416418,35976,3,1
3416418,11073,4,1
3416418,45751,5,1
3416418,19488,6,1
3416418,42240,7,0
3416418,32141,8,0
3416418,1774,9,0
3416418,35720,10,0
3416418,41970,11,0
3416418,29589,12,0
3416418,9076,13,0
3416419,8193,1,1
3416419,6849,2,1
3416419,39869,3,0
